sabal	ˈsaː.bɐl
atitud	ʔɐ.t̪ɪˈt̪ʊd̪̚
ipasok	ʔɪˈpaː.sok̚
nakatuntong sa numero	n̪ɐ.xɐ.t̪ʊn̪ˌt̪on̪ sɐ ˌn̪uː.mɛˈɾo
nila	n̪ɪˈla
darasig	d̪ɐˈɾaː.sɪɡ̚
agihap	ʔɐˈɣiː.hɐp̚
sinig-ang	sɪ.n̪ɪɡˈʔaŋ
baklaran	bɐkˈlaː.ɾɐn̪
bahon	bɐˈhon̪
tiyempuhan	t͡ʃɛmˈpuː.hɐn̪
piyedralumbre	ˌpjɛd̪.ɾɐˈlum.bɾɛ
papet	ˈpaː.pɛt̪̚
panggasi	pɐŋˈɡaː.sɪʔ
psikolohia	sɪ.xo.loˈhiː.jɐ
kaasiduhan	kɐˌʔaː.sɪ.d̪ʊˈhan̪
rebisa	ɾɛ.bɪˈsa
kompleanyo	kom.plɛˈjaː.ɲo
reperensiya	ɾɛ.pɛˈɾɛn̪.ʃɐ
naglaway	n̪ɐɡ.lɐˈwaɪ̯
malunggay	mɐ.lʊŋˈɡaɪ̯
bikolana	bɪ.xoˈlaː.n̪ɐ
resolusyon	ɾɛ.so.lʊˈʃon̪
sumangayon	sʊ.mɐŋˈʔaː.jon̪
lasing	lɐˈsɪŋ
kombulsyon	kom.bʊlˈʃon̪
hatinig	hɐˈt̪iː.n̪ɪɡ̚
eskeptisismo	ʔɛs.kɛp.t̪ɪˈsis.mo
kitse	kɪtˈt͡ʃɛ
initsukatan	ˌʔiː.n̪ɪt̪.sʊ.xɐˈt̪an̪
radyolohiya	ɾɐd.d͡ʒo.loˈhiː.jɐ
posturyoso	pos.t̪ʊɾˈjoː.so
huweb.	ˈhwɛb̚
aldabis	ʔɐl.d̪ɐˈbɪs
maligalig	mɐ.lɪˈɣaː.lɪɡ̚
kinaumagahan	kɪˌn̪aː.ʔʊ.mɐˈɣaː.hɐn̪
ispirasyonal	ʔɪs.pɪ.ɾɐ.ʃoˈn̪al
madiin	mɐ.d̪ɪˈʔɪn̪
tiyang	ˈt͡ʃaŋ
magbinata	mɐɡ.bɪ.n̪ɐˈt̪aʔ
pata tim	ˌpaː.t̪ɐ ˈt̪ɪm
disko	ˈd̪is.ko
sayentista	sɐ.jɛn̪ˈt̪is.t̪ɐ
xerox	ˈsɛː.ɾoks
ipagpaiba-iba	ʔɪ.pɐɡ.pɐ.ʔɪˌba ʔɪˈba
araw ng mga ina	ˌʔaː.ɾaʊ̯ n̪ɐŋ mɐˌŋa ʔɪˈn̪a
lumakas	lʊ.mɐˈxas
manok	mɐˈn̪ok̚
dibelop	d̪ɪˈbɛː.lop̚
bumali	bʊˈmaː.lɪʔ
masangsang	mɐ.sɐn̪ˈsaŋ
dumog	ˈd̪uː.moɡ̚
antas	ʔɐn̪ˈt̪as
pasintabi	pɐ.sɪn̪ˈt̪aː.bɪʔ
okoy	ˈʔoː.xoɪ̯
abandono	ʔɐ.bɐn̪ˈd̪oː.n̪o
bolang kristal	ˌboː.lɐŋ kɾɪsˈt̪al
absoluto	ʔɐb.soˈluː.t̪o
mamaril	mɐ.mɐˈɾɪl
konstabularyo	kon̪s.t̪ɐ.bʊˈlaɾ.jo
sambong	sɐmˈboŋ
anabolismo	ʔɐ.n̪ɐ.boˈlis.mo
mamutla	mɐ.mʊt̪ˈl̪aʔ
kursonada	kʊɾ.soˈn̪aː.d̪ɐ
magsisibuyas	mɐɡˌsiː.sɪ.bʊˈjas
nakain	n̪ɐˈxaː.ʔɪn̪
almuranas	ʔɐl.mʊˈɾaː.n̪ɐs
lingil	ˈliː.ŋɪl
balik-tipon	bɐˌlɪk ˈt̪iː.pon̪
anemika	ʔɐˌn̪ɛː.mɪˈxa
listo	ˈlis.t̪o
ditao	ˌd̪iːˈt̪aː.ʔo
mura	ˈmuː.ɾɐ
lampas-tuhod	lɐmˌpas ˈt̪uː.hod̪̚
adereso	ʔɐ.d̪ɛˈɾɛː.so
masjid	mɐsˈd͡ʒɪd̪̚
parakayda	pɐ.ɾɐˈxaɪ̯.d̪ɐ
tungko	t̪ʊŋˈkoʔ
silyerya	sɪl.jɛɾˈja
balutin	bɐˈluː.t̪ɪn̪
senado	sɛˈn̪aː.d̪o
subsidiya	sʊb.sɪˈd̪iː.jɐ
iskeptisismo	ʔɪs.kɛp.t̪ɪˈsis.mo
disenteriyang amibika	d̪ɪ.sɛn̪.t̪ɛˌɾiː.jɐŋ ʔɐˌmiː.bɪˈxa
miyerkoles ng abo	ˌmjɛɾ.koˌlɛs n̪ɐŋ ʔɐˈbo
transporte	t̪ɾɐn̪sˈpoɾ.t̪ɛ
lagutok	lɐ.ɣʊˈt̪ok̚
sitasyon	sɪ.t̪ɐˈʃon̪
alkaldiya	ʔɐl.kɐlˈd̪iː.jɐ
sudamerikano	sʊ.d̪ɐ.mɛ.ɾɪˈxaː.n̪o
kalampinay	kɐ.lɐmˈpiː.n̪aɪ̯
klaripikasyon	klɐ.ɾɪ.pɪ.xɐˈʃon̪
taranta	t̪ɐ.ɾɐn̪ˈt̪a
lengguwahe	lɛŋˈɡwaː.hɛ
burahin	bʊ.ɾɐˈhɪn̪
tabal	ˈt̪aː.bɐl
yabag	jɐˈbaɡ̚
yaros	ˈjaː.ɾos
pinakanakakaputangina	pɪ.n̪ɐ.xɐ.n̪ɐˌxaː.xɐˌpuː.t̪ɐ.ŋɪˈn̪a
mahahalay	mɐ.hɐˈhaː.laɪ̯
prediksiyon	pɾɛ.d̪ɪkˈʃon̪
ampalaya	ʔɐm.pɐ.lɐˈja
inay	ʔɪˈn̪aɪ̯
tig-iisa	t̪ɪɡ.ʔɪ.ʔɪˈsa
sampagita	sɐm.pɐˈɣiː.t̪ɐ
sepelin	ˌsɛː.pɛˈlɪn̪
paglathala	pɐɡ.lɐt̪ˈhaː.lɐʔ
sangguniang panlalawigan	sɐŋ.ɡʊ.n̪ɪˌʔam pɐn̪.lɐ.lɐˈwiː.ɣɐn̪
maanimo	mɐˌʔaː.n̪ɪˈmo
sakristiya	sɐk.ɾɪsˈt̪iː.jɐ
hagibis	hɐ.ɣɪˈbɪs
humawak	hʊˈmaː.wɐk̚
hindi nga	hɪn̪ˌd̪ɪʔ ˈŋaʔ
pa- -hin	pɐ hɪn̪
ahilidad	ʔɐ.hɪ.lɪˈd̪ad̪̚
muwebles	ˈmwɛb.lɛs
sumite	sʊ.mɪˈt̪ɛ
uraw	ʔʊˈɾaʊ̯
pan de regla	ˌpan̪ d̪ɛ ˈɾɛɡ.lɐ
usad-pagong	ʔʊˌsad̪ pɐˈɣoŋ
indemnisasyon	ʔɪn̪.d̪ɛm.n̪ɪ.sɐˈʃon̪
abuwab	ʔɐˈbwab̚
abyad	ʔɐbˈjad̪̚
tsabita	t͡ʃɐˈbiː.t̪ɐ
sapait	sɐˈpaː.ʔɪt̪̚
andilim	ʔɐn̪.d̪ɪˈlɪm
liyabe	ˈljaː.bɛ
sampu	sɐmˈpʊʔ
nalis	n̪ɐˈlɪs
payamanin	pɐ.jɐˈmaː.n̪ɪn̪
uwak	ʔʊˈwak̚
mangangarit	ˌmaː.ŋɐˈŋaː.ɾɪt̪̚
hunain	hʊˈn̪aː.ʔɪn̪
tabunan	t̪ɐˈbuː.n̪ɐn̪
akusasyon	ʔɐ.xʊ.sɐˈʃon̪
ilokana	ʔɪ.loˈxaː.n̪ɐ
akala kung sino	ʔɐˌxaː.lɐʔ kʊn̪ ˈsiː.n̪o
magkataling-puso	mɐɡ.kɐˌt̪aː.lɪm ˈpuː.soʔ
alegorika	ʔɐ.lɛˌɣoː.ɾɪˈxa
panteon	pɐn̪.t̪ɛˈjon̪
dedlayn	ˈd̪ɛd̪.l̪aɪ̯n̪
hasang	ˈhaː.sɐŋ
panloob	pɐn̪.loˈʔob̚
nginig	ŋɪˈn̪ɪɡ̚
anakroniko	ʔɐ.n̪ɐˌkɾoː.n̪ɪˈxo
alaguwa	ʔɐ.lɐˈɡwa
dominyo publiko	d̪oˌmiː.ɲo ˌpub.lɪˈxo
sapinan	sɐ.pɪˈn̪an̪
tibagan	ˌt̪iːˈbaː.ɣɐn̪
badha	bɐd̪ˈhaʔ
katolika	kɐˌt̪oː.lɪˈxa
tikim	t̪ɪˈxɪm
de-mano	d̪ɛ ˈmaː.n̪o
adolesente	ʔɐ.d̪o.lɛˈsɛn̪.t̪ɛ
punlay	pʊn̪ˈlaɪ̯
pagkamalan	pɐɡˌkaː.mɐˈlan̪
kreyasyon	kɾɛ.jɐˈʃon̪
lona	ˈloː.n̪ɐ
hane	hɐˈn̪ɛ
ulang	ʔʊˈlaŋ
giwang	ˈɡiː.wɐŋ
respeto	ɾɛsˈpɛː.t̪o
malabay	mɐˈlaː.baɪ̯
akdang-guhit	ʔɐkˌd̪aŋ ˈɡuː.hɪt̪̚
bahanda	bɐ.hɐn̪ˈd̪aʔ
sasakyan	sɐ.sɐkˈjan̪
palatatagnan	pɐˌlaː.t̪ɐ.t̪ɐɡˈn̪an̪
banilad	bɐˈn̪iː.lɐd̪̚
pagkabuti	pɐɡ.kɐˈbuː.t̪ɪ
bulakan	bʊˈlaː.xɐn̪
dalubwika	d̪ɐ.lʊbˈwiː.xɐʔ
talangka	t̪ɐ.lɐŋˈkaʔ
baybay	baɪ̯ˈbaɪ̯
kansi	kɐn̪ˈsɪ
nagniningning	n̪ɐɡˌn̪iː.n̪ɪŋˈn̪ɪŋ
angkop	ʔɐŋˈkop̚
pahina	ˌpaː.hɪˈn̪a
puwera usog	ˌpwɛː.ɾɐ ʔʊˈsoɡ̚
almusalin	ʔɐl.mʊ.sɐˈlɪn̪
narito	ˌn̪aː.ɾɪˈt̪o
kasuotang panloob	kɐ.sʊˌʔoː.t̪ɐm pɐn̪.loˈʔob̚
pyembrera	pjɛmˈbɾɛː.ɾɐ
kiyakis	ˈkjaː.xɪs
ilang	ʔɪˈlaŋ
nakamulaga	n̪ɐ.xɐ.mʊ.lɐˈɣaʔ
magbilang	mɐɡ.bɪˈlaŋ
ayaw paawat	ˌʔaː.jaʊ̯ pɐˈʔaː.wɐt̪̚
paanakan	ˌpaː.ʔɐˈn̪aː.xɐn̪
deklara	d̪ɛk.lɐˈɾa
omnipotensia	ʔom.n̪ɪ.poˈt̪ɛn̪.ʃɐ
agregado	ʔɐ.ɡɾɛˈɣaː.d̪o
libak	lɪˈbak̚
telegrapo	t̪ɛˌlɛɡ.ɾɐˈpo
kemikal	ˌkɛː.mɪˈxal
atang	ˈʔaː.t̪ɐŋ
aboy-aboy	ʔɐˌboɪ̯ ʔɐˈboɪ̯
dumaloy	d̪ʊˈmaː.loɪ̯
kumidya	kʊ.mɪdˈd͡ʒa
balahibo	bɐ.lɐˈhiː.bo
dayagram	ˌd̪aː.jɐˈɡɾam
letrado	lɛt̪ˈɾaː.d̪o
piyambrera	pjɐmˈbɾɛː.ɾɐ
pukaw	ˈpuː.xaʊ̯
singkopa	ˌsiŋ.koˈpa
pagdinig	pɐɡ.d̪ɪˈn̪ɪɡ̚
de-kolor	d̪ɛ xoˈloɾ
berso	ˈbɛɾ.so
patriya	ˈpat̪.ɾjɐ
alegasyon	ʔɐ.lɛ.ɣɐˈʃon̪
probinsiyal	pɾo.bɪn̪ˈʃal
intelektuwalisasyon	ʔɪn̪.t̪ɛ.lɛk.t̪wɐ.lɪ.sɐˈʃon̪
alsa-balutan	ʔɐlˌsa bɐˈluː.t̪ɐn̪
kapangitan	kɐ.pɐˈŋiː.t̪ɐn̪
nakasisira	n̪ɐ.xɐ.sɪˈsiː.ɾɐʔ
nasa huli ang pagsisisi	ˌn̪aː.sɐ hʊˌlɪ ʔɐm pɐɡ.sɪˈsiː.sɪ
nang-abala	n̪ɐŋ.ʔɐˈbaː.lɐ
maghagilap	mɐɡ.hɐ.ɣɪˈlap̚
gordiyano	ɡoɾˈd͡ʒaː.n̪o
eryal	ˈʔɛɾ.jɐl
magkaroon	mɐɡ.kɐ.ɾoˈʔon̪
kapag may tiyaga, may nilaga	kɐˌpaɡ maɪ̯ t͡ʃɐˌɣaʔ | maɪ̯ n̪ɪˈlaː.ɣɐʔ
asetilen	ʔɐˌsɛː.t̪ɪˈlɛn̪
nababagay	n̪ɐ.bɐˈbaː.ɣaɪ̯
kopyahin	ˌkop.jɐˈhɪn̪
prinsa	ˈpɾin̪.sɐ
diplomasiya	d̪ɪp.lo.mɐˈsiː.jɐ
kapis	kɐˈpɪs
dekomposisyon	d̪ɛ.xom.po.sɪˈʃon̪
akompanyente	ʔɐ.xom.pɐnˈɲɛn̪.t̪ɛ
dagos	ˈd̪aː.ɣos
lamyerda	lɐmˈjɛɾ.d̪ɐ
pangkat	pɐŋˈkat̪̚
pilarmoniko	pɪ.lɐɾˌmoː.n̪ɪˈxo
trahe de boda	ˌt̪ɾaː.hɛ d̪ɛ ˈboː.d̪ɐ
madaga	mɐ.d̪ɐˈɣaʔ
dalamhati	d̪ɐ.lɐmˈhaː.t̪ɪʔ
uminom	ʔʊ.mɪˈn̪om
bersiyon	bɛɾˈʃon̪
mag-asikaso	mɐɡ.ʔɐ.sɪˈxaː.so
tiyobibo	t͡ʃoˈbiː.bo
antay	ʔɐn̪ˈt̪aɪ̯
supsop	sʊpˈsop̚
mabunga	mɐˈbuː.ŋɐ
kamakapuwo	kɐ.mɐ.xɐˈpuː.woʔ
lugal	lʊˈɣal
sihayan	sɪˈhaː.jɐn̪
kasunlaran	kɐ.sʊn̪.lɐˈɾan̪
amyenda	ʔɐmˈjɛn̪.d̪ɐ
ginumis	ɡɪˈn̪uː.mɪs
agregasyon	ʔɐ.ɡɾɛ.ɣɐˈʃon̪
diyosesis	d͡ʒoˈsɛː.sɪs
agnos	ʔɐɡˈn̪os
manguha	mɐˈŋuː.hɐ
bito	bɪˈt̪oʔ
nutrisyunista	n̪ʊ.t̪ɾɪ.ʃʊˈn̪is.t̪ɐ
kongreso	koŋˈɡɾɛː.so
estirero	ʔɛs.t̪ɪˈɾɛː.ɾo
tupe	t̪ʊˈpɛ
analpabetismo	ʔɐ.n̪ɐl.pɐ.bɛˈt̪is.mo
dayan	d̪ɐˈjan̪
timawa	t̪ɪˈmaː.wɐʔ
umedad	ʔʊ.mɛˈd̪ad̪̚
panganinuhan	pɐ.ŋɐ.n̪ɪˈn̪uː.hɐn̪
landi	lɐn̪ˈd̪ɪʔ
paragala	pɐ.ɾɐˈɣaː.lɐ
waglit	wɐɡˈlɪt̪̚
huluna	hʊˈluː.n̪ɐ
taym-awt	ˌt̪aɪ̯m ˈʔaʊ̯t̪
magkakarne	mɐɡ.kɐ.xɐɾˈn̪ɛ
pangngalang pantangi	pɐŋˌŋaː.lɐm pɐn̪ˈt̪aː.ŋɪʔ
apilado	ʔɐ.pɪˈlaː.d̪o
yugoslabo	jʊ.ɣosˈlaː.bo
dromedaryo	d̪ɾo.mɛˈd̪aɾ.jo
unang panauhan	ˌʔuː.n̪ɐm pɐ.n̪ɐˈʔuː.hɐn̪
depektibo	d̪ɛ.pɛkˈt̪iː.bo
siglo	ˈsiɡ.lo
ang maglakad nang matulin, kung matinik ay malalim	ʔɐŋ mɐɡ.lɐˌxad̪ n̪ɐŋ mɐˌt̪uː.lɪn̪ | kʊŋ mɐ.t̪ɪˌn̪ɪk ʔaɪ̯ mɐˈlaː.lɪm
gulot	ɡʊˈlot̪̚
almirantasgo	ʔɐl.mɪ.ɾɐn̪ˈt̪as.ɡo
subyang	sʊbˈjaŋ
babayaran	bɐ.bɐˈjaː.ɾɐn̪
pindeho	pɪn̪ˈd̪ɛː.ho
lola	ˈloː.lɐ
kronolohiya	kɾo.n̪o.loˈhiː.jɐ
militar	mɪ.lɪˈt̪aɾ
tanto	t̪ɐn̪ˈt̪oʔ
magtimpi	mɐɡ.t̪ɪmˈpɪʔ
absweltado	ʔɐb.swɛlˈt̪aː.d̪o
kalawangin	kɐ.lɐ.wɐˈŋɪn̪
kinukudkod	kɪˌn̪uː.xʊd̪ˈkod̪̚
alisaga	ʔɐ.lɪ.sɐˈɣaʔ
ikatatlumpu	ʔɪ.xɐ.t̪ɐt̪.l̪ʊmˈpʊʔ
oros	ˈʔoː.ɾos
ritwal	ɾɪt̪ˈwal
singit	ˈsiː.ŋɪt̪̚
himagsikan	hɪ.mɐɡˈsiː.xɐn̪
trapeseo	t̪ɾɐ.pɛˈsɛː.jo
groserya	ɡɾoˈsɛɾ.jɐ
alisagang halimbagay	ʔɐ.lɪ.sɐˌɣaŋ hɐ.lɪmˈbaː.ɣaɪ̯
waag	wɐˈʔaɡ̚
kulay-pulot	ˌkuː.laɪ̯ pʊˈlot̪̚
balunin	bɐˈluː.n̪ɪn̪
tapir	t̪ɐˈpɪɾ
sabi	ˈsaː.bɪ
pampadulas	pɐm.pɐ.d̪ʊˈlas
kumulatibo	kʊ.mʊ.lɐˈt̪iː.bo
istituto	ʔɪs.t̪ɪˈt̪uː.t̪o
pinirito	pɪ.n̪ɪˈɾiː.t̪o
silang	ˈsiː.lɐŋ
magsabi	mɐɡˈsaː.bɪ
komportable	kom.poɾˈt̪aː.blɛ
buntabay	bʊn̪ˈt̪aː.baɪ̯
indiyana	ʔɪn̪ˈd͡ʒaː.n̪ɐ
bilasa	bɪ.lɐˈsaʔ
lagaylay	lɐ.ɣaɪ̯ˈlaɪ̯
balat	bɐˈlat̪̚
relevante	ɾɛ.lɛˈvan̪.t̪ɛ
magkakotse	mɐɡ.kɐˈxoː.t͡ʃɛ
nones	ˈn̪oː.n̪ɛs
labo	ˈlaː.boʔ
almires	ʔɐl.mɪˈɾɛs
kampilan	kɐmˈpiː.lɐn̪
kulay-lumot	ˌkuː.laɪ̯ ˈluː.mot̪̚
ngipin	ˈŋiː.pɪn̪
segunda ensenyansa	sɛˌɣun̪.d̪ɐ ʔɛn̪.sɛnˈɲan̪.sɐ
noblesa	n̪oˈblɛː.sɐ
indulto	ʔɪn̪ˈd̪ul.t̪o
kaniguan	kɐ.n̪ɪˈɣuː.ʔɐn̪
umaaa	ʔʊˌmaː.ʔɐˈʔaʔ
amor seko	ʔɐˌmoɾ ˈsɛː.xo
sarap-buhay	sɐˌɾap ˈbuː.haɪ̯
amperahe	ʔɐm.pɛˈɾaː.hɛ
ismokin	ʔɪsˈmoː.xɪn̪
edad	ʔɛˈd̪ad̪̚
tiyo	ˈt̪iː.jo
tambutso	t̪ɐmˈbuː.t͡ʃo
tagbagyo	t̪ɐɡ.bɐɡˈjo
dyaryo	ˈd͡ʒaɾ.jo
tata	ˈt̪aː.t̪ɐ
hepa	ˈhɛː.pɐ
ipamukha	ʔɪ.pɐ.mʊkˈhaʔ
abuwela	ʔɐˈbwɛː.lɐ
kuyugin	kʊˈjuː.ɣɪn̪
magpautang	mɐɡ.pɐˈʔuː.t̪ɐŋ
kontorsiyonista	kon̪.t̪oɾ.ʃoˈn̪is.t̪ɐ
hudo	ˈhuː.d̪o
lumiwanag	lʊ.mɪˈwaː.n̪ɐɡ̚
eksena	ʔɛkˈsɛː.n̪ɐ
kayan	kɐˈjan̪
balaye	bɐˈlaː.jɛ
magsuklay	mɐɡ.sʊkˈlaɪ̯
kapuwang	kɐˈpwaŋ
akurdyon	ʔɐ.xʊɾˈd͡ʒon̪
kabriya	kɐbˈɾiː.jɐ
kabatiran	kɐ.bɐˈt̪iː.ɾɐn̪
anagrama	ʔɐ.n̪ɐˈɡɾaː.mɐ
imbalido	ʔɪmˌbaː.lɪˈd̪o
magbiyenan	mɐɡ.bjɛˈn̪an̪
ibaba	ʔɪ.bɐˈbaʔ
kasosyo	kɐˈsoː.ʃo
kapit-tuko	ˌkaː.pɪt̪ t̪ʊˈxoʔ
tagapamatnubay	t̪ɐ.ɣɐ.pɐ.mɐt̪ˈn̪uː.baɪ̯
adyo	ʔɐdˈd͡ʒoʔ
kumare	kʊˈmaː.ɾɛ
baluga	bɐˈluː.ɣɐʔ
yoyoan	jo.joˈʔan̪
abangan	ˌʔaːˈbaː.ŋɐn̪
presyon	pɾɛˈʃon̪
kasaba	kɐˈsaː.bɐ
palabas	pɐ.lɐˈbas
akompaniyante	ʔɐ.xom.pɐˈɲan̪.t̪ɛ
trapikante	t̪ɾɐ.pɪˈxan̪.t̪ɛ
medyanotse	ˌmɛː.d͡ʒɐˈn̪oː.t͡ʃɛ
indiyan	ˈʔin̪.d͡ʒɐn̪
mutawi	mʊˈt̪aː.wɪʔ
apwera	ʔɐpˈwɛː.ɾɐ
sagad	sɐˈɣad̪̚
bi	bɪ
bungbuo	bʊm.bʊˈʔoʔ
kariktan	kɐ.ɾɪkˈt̪an̪
rayuma	ɾɐˈjuː.mɐ
matamlay	mɐ.t̪ɐmˈlaɪ̯
masetera	mɐ.sɛˈt̪ɛː.ɾɐ
amito	ʔɐˈmiː.t̪o
piyembrera	pjɛmˈbɾɛː.ɾɐ
balik-tanaw	bɐˌlɪk t̪ɐˈn̪aʊ̯
pasmado	pɐsˈmaː.d̪o
boda de-diyamante	ˌboː.d̪ɐ d̪ɛ d͡ʒɐˈman̪.t̪ɛ
adyis	ʔɐdˈd͡ʒɪs
matatakutin	mɐ.t̪ɐ.t̪ɐ.xʊˈt̪ɪn̪
nuwebe	ˈn̪wɛː.bɛ
tsiminea	t͡ʃɪ.mɪˈn̪ɛː.jɐ
sabotahe	sɐ.boˈt̪aː.hɛ
pusali	pʊˈsaː.lɪʔ
dahil kay	ˈd̪aː.hɪl kaɪ̯
betamax	ˌbɛː.t̪ɐˈmaks
pahayag	pɐ.hɐˈjaɡ̚
alisangsang	ʔɐ.lɪ.sɐn̪ˈsaŋ
otonomus	ʔoˌt̪oː.n̪oˈmʊs
alegriya	ʔɐ.lɛˈɡɾiː.jɐ
bakay	ˈbaː.xaɪ̯
koreksyonal	koˌɾɛk.ʃoˈn̪al
bos	ˈbos
baguntao	bɐ.ɣʊn̪ˈt̪aː.ʔo
bokaysendyo	bo.xaɪ̯ˈsɛn̪.d͡ʒo
tabing	ˈt̪aː.bɪŋ
kintab	kɪn̪ˈt̪ab̚
transportasyon	t̪ɾɐn̪s.poɾ.t̪ɐˈʃon̪
tular	ˈt̪uː.lɐɾ
prologo	ˌpɾoː.loˈɣo
kaskasero	kɐs.kɐˈsɛː.ɾo
saan	sɐˈʔan̪
kumatawan	kʊ.mɐ.t̪ɐˈwan̪
makapal ang palad	mɐ.xɐˌpal ʔɐm ˈpaː.lɐd̪̚
naranha	n̪ɐˈɾan̪.hɐ
mahinhin	mɐ.hɪn̪ˈhɪn̪
binubuluran	bɪˌn̪uː.bʊˈluː.ɾɐn̪
responde	ɾɛs.pon̪ˈd̪ɛ
trilohiya	t̪ɾɪ.loˈhiː.jɐ
anulado	ʔɐ.n̪ʊˈlaː.d̪o
doktorado sa pilosopiya	d̪ok.t̪oˌɾaː.d̪o sɐ pɪ.lo.soˈpiː.jɐ
sangkapat	sɐŋˈkaː.pɐt̪̚
mangholdap	mɐŋˈhol.d̪ɐp̚
nagagandahan	n̪ɐˌɣaː.ɣɐn̪.d̪ɐˈhan̪
eksotisasyon	ʔɛk.so.t̪ɪ.sɐˈʃon̪
martes	mɐɾˈt̪ɛs
palisay	pɐˈliː.saɪ̯
kapasidad	kɐ.pɐ.sɪˈd̪ad̪̚
kamo	ˈkaː.mo
mamamahayag	ˌmaː.mɐ.mɐ.hɐˈjaɡ̚
haynayan	haɪ̯ˈn̪aː.jɐn̪
wagiswis	wɐ.ɣɪsˈwɪs
astaka	ʔɐsˈt̪aː.xɐʔ
balitaktakan	bɐ.lɪ.t̪ɐkˈt̪aː.xɐn̪
pinton	pɪn̪ˈt̪on̪
mook	moˈʔok̚
eksperimento	ʔɛks.pɛ.ɾɪˈmɛn̪.t̪o
sobra	ˈsob.ɾɐ
hunta direktiba	ˌhun̪.t̪ɐ d̪ɪ.ɾɛkˈt̪iː.bɐ
kung tutuusin	kʊn̪ ˌt̪uː.t̪ʊ.ʔʊˈsɪn̪
kitid	ˈkiː.t̪ɪd̪̚
mag-ina	mɐɡ.ʔɪˈn̪a
ano'ng oras na	ʔɐˌn̪oŋ ˈʔoː.ɾɐs n̪ɐ
malak	mɐˈlak̚
bulantubig	bʊ.lɐn̪ˈt̪uː.bɪɡ̚
halom	ˈhaː.lom
apiapi	ˌʔaː.pɪˈʔaː.pɪ
halilaya	hɐ.lɪˈlaː.jɐ
akulturasyon	ʔɐ.xʊl.t̪ʊ.ɾɐˈʃon̪
insensitibo	ʔɪn̪.sɛn̪.sɪˈt̪iː.bo
dagisdis	d̪ɐ.ɣɪsˈd̪ɪs
konsorsiyum	kon̪ˈsoɾ.ʃʊm
litaniya	lɪ.t̪ɐˈn̪iː.jɐ
katoliko	kɐˌt̪oː.lɪˈxo
dis-empleyo	d̪ɪs.ʔɛmˈplɛː.jo
oa	ˌʔo ˈʔeɪ̯
buskapiye	bʊs.kɐˈpjɛ
a-trenta y uno	ʔɐ ˌt̪ɾɛn̪.t̪ɐ ʔɪ ˈʔuː.n̪o
apendisitis	ʔɐ.pɛn̪.d̪ɪˈsiː.t̪ɪs
tampo	t̪ɐmˈpo
matimbang	mɐ.t̪ɪmˈbaŋ
lisok	lɪˈsok̚
eredera	ʔɛ.ɾɛˈd̪ɛː.ɾɐ
byanan	bjɐˈn̪an̪
matatarik	mɐ.t̪ɐ.t̪ɐˈɾɪk̚
adobado	ʔɐ.d̪oˈbaː.d̪o
esensiyal	ʔɛ.sɛn̪ˈʃal
pakikipag-isa	pɐ.xɪ.xɪ.pɐɡ.ʔɪˈsa
almasena	ʔɐl.mɐ.sɛˈn̪a
kompone	kom.poˈn̪ɛ
mantini	mɐn̪.t̪ɪˈn̪ɪ
pagtutulungan	pɐɡ.t̪ʊ.t̪ʊ.lʊˈŋan̪
hingin	hɪˈŋɪn̪
organismo	ʔoɾ.ɡɐˈn̪is.mo
kapit	ˈkaː.pɪt̪̚
baraka	bɐˈɾaː.xɐ
makaisa	mɐˌxaː.ʔɪˈsa
alintataw	ʔɐ.lɪn̪ˈt̪aː.t̪aʊ̯
aditibo	ʔɐ.d̪ɪˈt̪iː.bo
ataud	ʔɐ.t̪ɐˈʔʊd̪̚
masamain	mɐ.sɐ.mɐˈʔɪn̪
pagmalupitan	pɐɡ.mɐ.lʊ.pɪˈt̪an̪
kayagangan	kɐ.jɐˈɣaː.ŋɐn̪
ang-ang	ʔɐŋˈʔaŋ
hedkuwarters	hɛd̪ˈkwaɾ.t̪əɹs
ihiyene	ʔɪˈhjɛː.n̪ɛ
tambayan	t̪ɐmˈbaː.jɐn̪
magsabon	mɐɡ.sɐˈbon̪
bombilya	bomˈbil.jɐ
alangan	ʔɐ.lɐˈŋan̪
tagahugas ng plato	t̪ɐ.ɣɐˌhuː.ɣɐs n̪ɐŋ ˈplaː.t̪o
manunubig	ˌmaː.n̪ʊˈn̪uː.bɪɡ̚
mandamiyento	mɐn̪.d̪ɐˈmjɛn̪.t̪o
damong-marya	d̪ɐˌmoŋ mɐɾˈja
tangrib	t̪ɐŋˈɾɪb̚
lablayp	ˈlab.laɪ̯p
pagsusulit	pɐɡ.sʊˈsuː.lɪt̪̚
kinalunesan	kɪ.n̪ɐ.lʊˈn̪ɛː.sɐn̪
syabu-syabu	ˌʃaː.bʊ ˈʃaː.bʊ
lungaw	lʊˈŋaʊ̯
rebyuhin	ɾɛb.jʊˈhɪn̪
ipanotaryo	ʔɪ.pɐ.n̪oˈt̪aɾ.jo
orihinalidad	ʔo.ɾɪ.hɪ.n̪ɐ.lɪˈd̪ad̪̚
bangin	bɐˈŋɪn̪
mamunga	mɐˈmuː.ŋɐ
herbabuwena	ˌhɛɾ.bɐˈbwɛː.n̪ɐ
sikal	ˈsiː.xɐl
katwiran	kɐt̪ˈwiː.ɾɐn̪
bungangera	bʊ.ŋɐˈŋɛː.ɾɐ
